#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
tankbust;tankbust;Arcade;;;;;;;;;;;;;;
tankfrce;tankfrce;Arcade;;;;;;;;;;;;;;
taotaido;taotaido;Arcade;;;;;;;;;;;;;;
tapper;tapper;Arcade;;;;;;;;;;;;;;
targ;targ;Arcade;;;;;;;;;;;;;;
tazmania;tazmania;Arcade;;;;;;;;;;;;;;
tdragon;tdragon;Arcade;;;;;;;;;;;;;;
tdragon2;tdragon2;Arcade;;;;;;;;;;;;;;
teddybb;teddybb;Arcade;;;;;;;;;;;;;;
tehkanwc;tehkanwc;Arcade;;;;;;;;;;;;;;
tengai;tengai;Arcade;;;;;;;;;;;;;;
terracre;terracre;Arcade;;;;;;;;;;;;;;
terraf;terraf;Arcade;;;;;;;;;;;;;;
tharrier;tharrier;Arcade;;;;;;;;;;;;;;
thedeep;thedeep;Arcade;;;;;;;;;;;;;;
theend;theend;Arcade;;;;;;;;;;;;;;
theroes;theroes;Arcade;;;;;;;;;;;;;;
thief;thief;Arcade;;;;;;;;;;;;;;
thndrbld;thndrbld;Arcade;;;;;;;;;;;;;;
thndrx2;thndrx2;Arcade;;;;;;;;;;;;;;
thunderj;thunderj;Arcade;;;;;;;;;;;;;;
thunderx;thunderx;Arcade;;;;;;;;;;;;;;
thundfox;thundfox;Arcade;;;;;;;;;;;;;;
tigerh;tigerh;Arcade;;;;;;;;;;;;;;
tigeroad;tigeroad;Arcade;;;;;;;;;;;;;;
timber;timber;Arcade;;;;;;;;;;;;;;
timefgtr;timefgtr;Arcade;;;;;;;;;;;;;;
timekill;timekill;Arcade;;;;;;;;;;;;;;
timeplt;timeplt;Arcade;;;;;;;;;;;;;;
timescan;timescan;Arcade;;;;;;;;;;;;;;
timesold;timesold;Arcade;;;;;;;;;;;;;;
timetunl;timetunl;Arcade;;;;;;;;;;;;;;
tinstar;tinstar;Arcade;;;;;;;;;;;;;;
tkdensho;tkdensho;Arcade;;;;;;;;;;;;;;
tmnt;tmnt;Arcade;;;;;;;;;;;;;;
tmnt2;tmnt2;Arcade;;;;;;;;;;;;;;
tndrcade;tndrcade;Arcade;;;;;;;;;;;;;;
tnextspc;tnextspc;Arcade;;;;;;;;;;;;;;
tnk3;tnk3;Arcade;;;;;;;;;;;;;;
tnzs;tnzs;Arcade;;;;;;;;;;;;;;
todruaga;todruaga;Arcade;;;;;;;;;;;;;;
toki;toki;Arcade;;;;;;;;;;;;;;
tokisens;tokisens;Arcade;;;;;;;;;;;;;;
tomahawk;tomahawk;Arcade;;;;;;;;;;;;;;
toppyrap;toppyrap;Arcade;;;;;;;;;;;;;;
topsecex;topsecex;Arcade;;;;;;;;;;;;;;
totcarn;totcarn;Arcade;;;;;;;;;;;;;;
toto;toto;Arcade;;;;;;;;;;;;;;
toypop;toypop;Arcade;;;;;;;;;;;;;;
tp84;tp84;Arcade;;;;;;;;;;;;;;
trackfld;trackfld;Arcade;;;;;;;;;;;;;;
transfrm;transfrm;Arcade;;;;;;;;;;;;;;
tricktrp;tricktrp;Arcade;;;;;;;;;;;;;;
triothep;triothep;Arcade;;;;;;;;;;;;;;
triplep;triplep;Arcade;;;;;;;;;;;;;;
troangel;troangel;Arcade;;;;;;;;;;;;;;
trog;trog;Arcade;;;;;;;;;;;;;;
trojan;trojan;Arcade;;;;;;;;;;;;;;
truxton;truxton;Arcade;;;;;;;;;;;;;;
truxton2;truxton2;Arcade;;;;;;;;;;;;;;
tsamurai;tsamurai;Arcade;;;;;;;;;;;;;;
tshingen;tshingen;Arcade;;;;;;;;;;;;;;
tstrike;tstrike;Arcade;;;;;;;;;;;;;;
tturf;tturf;Arcade;;;;;;;;;;;;;;
tubep;tubep;Arcade;;;;;;;;;;;;;;
tumblep;tumblep;Arcade;;;;;;;;;;;;;;
turbofrc;turbofrc;Arcade;;;;;;;;;;;;;;
turtles;turtles;Arcade;;;;;;;;;;;;;;
turtship;turtship;Arcade;;;;;;;;;;;;;;
tutankhm;tutankhm;Arcade;;;;;;;;;;;;;;
twinactn;twinactn;Arcade;;;;;;;;;;;;;;
twinbee;twinbee;Arcade;;;;;;;;;;;;;;
twincobr;twincobr;Arcade;;;;;;;;;;;;;;
twineag2;twineag2;Arcade;;;;;;;;;;;;;;
twinhawk;twinhawk;Arcade;;;;;;;;;;;;;;
twinkle;twinkle;Arcade;;;;;;;;;;;;;;
uballoon;uballoon;Arcade;;;;;;;;;;;;;;
uccops;uccops;Arcade;;;;;;;;;;;;;;
ufosensi;ufosensi;Arcade;;;;;;;;;;;;;;
ultennis;ultennis;Arcade;;;;;;;;;;;;;;
ultratnk;ultratnk;Arcade;;;;;;;;;;;;;;
ultrax;ultrax;Arcade;;;;;;;;;;;;;;
umanclub;umanclub;Arcade;;;;;;;;;;;;;;
umk3;umk3;Arcade;;;;;;;;;;;;;;
unclepoo;unclepoo;Arcade;;;;;;;;;;;;;;
uniwars;uniwars;Arcade;;;;;;;;;;;;;;
unsquad;unsquad;Arcade;;;;;;;;;;;;;;
upndown;upndown;Arcade;;;;;;;;;;;;;;
utoukond;utoukond;Arcade;;;;;;;;;;;;;;
valkyrie;valkyrie;Arcade;;;;;;;;;;;;;;
valtric;valtric;Arcade;;;;;;;;;;;;;;
vandyke;vandyke;Arcade;;;;;;;;;;;;;;
vangrd2;vangrd2;Arcade;;;;;;;;;;;;;;
vanguard;vanguard;Arcade;;;;;;;;;;;;;;
vanvan;vanvan;Arcade;;;;;;;;;;;;;;
vaportra;vaportra;Arcade;;;;;;;;;;;;;;
varth;varth;Arcade;;;;;;;;;;;;;;
vasara;vasara;Arcade;;;;;;;;;;;;;;
vasara2;vasara2;Arcade;;;;;;;;;;;;;;
vastar;vastar;Arcade;;;;;;;;;;;;;;
vendetta;vendetta;Arcade;;;;;;;;;;;;;;
venture;venture;Arcade;;;;;;;;;;;;;;
vhunt2;vhunt2;Arcade;;;;;;;;;;;;;;
victory;victory;Arcade;;;;;;;;;;;;;;
victroad;victroad;Arcade;;;;;;;;;;;;;;
vigilant;vigilant;Arcade;;;;;;;;;;;;;;
vimana;vimana;Arcade;;;;;;;;;;;;;;
vindctr2;vindctr2;Arcade;;;;;;;;;;;;;;
vindictr;vindictr;Arcade;;;;;;;;;;;;;;
viofight;viofight;Arcade;;;;;;;;;;;;;;
viostorm;viostorm;Arcade;;;;;;;;;;;;;;
vmetal;vmetal;Arcade;;;;;;;;;;;;;;
vsav;vsav;Arcade;;;;;;;;;;;;;;
vsav2;vsav2;Arcade;;;;;;;;;;;;;;
vulcan;vulcan;Arcade;;;;;;;;;;;;;;
vulgus;vulgus;Arcade;;;;;;;;;;;;;;
wardner;wardner;Arcade;;;;;;;;;;;;;;
warriorb;warriorb;Arcade;;;;;;;;;;;;;;
waterski;waterski;Arcade;;;;;;;;;;;;;;
wb3;wb3;Arcade;;;;;;;;;;;;;;
wbml;wbml;Arcade;;;;;;;;;;;;;;
wboy;wboy;Arcade;;;;;;;;;;;;;;
wildfang;wildfang;Arcade;;;;;;;;;;;;;;
willow;willow;Arcade;;;;;;;;;;;;;;
wilytowr;wilytowr;Arcade;;;;;;;;;;;;;;
wiping;wiping;Arcade;;;;;;;;;;;;;;
wits;wits;Arcade;;;;;;;;;;;;;;
wiz;wiz;Arcade;;;;;;;;;;;;;;
wizdfire;wizdfire;Arcade;;;;;;;;;;;;;;
wldcourt;wldcourt;Arcade;;;;;;;;;;;;;;
wndrmomo;wndrmomo;Arcade;;;;;;;;;;;;;;
wof;wof;Arcade;;;;;;;;;;;;;;
woodpeck;woodpeck;Arcade;;;;;;;;;;;;;;
worldwar;worldwar;Arcade;;;;;;;;;;;;;;
wow;wow;Arcade;;;;;;;;;;;;;;
wrally;wrally;Arcade;;;;;;;;;;;;;;
wrally2;wrally2;Arcade;;;;;;;;;;;;;;
wrofaero;wrofaero;Arcade;;;;;;;;;;;;;;
wwfmania;wwfmania;Arcade;;;;;;;;;;;;;;
wwfsstar;wwfsstar;Arcade;;;;;;;;;;;;;;
wwfwfest;wwfwfest;Arcade;;;;;;;;;;;;;;
wyvernf0;wyvernf0;Arcade;;;;;;;;;;;;;;
xenophob;xenophob;Arcade;;;;;;;;;;;;;;
xevious;xevious;Arcade;;;;;;;;;;;;;;
xexex;xexex;Arcade;;;;;;;;;;;;;;
xmcota;xmcota;Arcade;;;;;;;;;;;;;;
xmen;xmen;Arcade;;;;;;;;;;;;;;
xmultipl;xmultipl;Arcade;;;;;;;;;;;;;;
xmvsf;xmvsf;Arcade;;;;;;;;;;;;;;
xsleena;xsleena;Arcade;;;;;;;;;;;;;;
xxmissio;xxmissio;Arcade;;;;;;;;;;;;;;
xybots;xybots;Arcade;;;;;;;;;;;;;;
yamagchi;yamagchi;Arcade;;;;;;;;;;;;;;
yiear;yiear;Arcade;;;;;;;;;;;;;;
youjyudn;youjyudn;Arcade;;;;;;;;;;;;;;
zaviga;zaviga;Arcade;;;;;;;;;;;;;;
zaxxon;zaxxon;Arcade;;;;;;;;;;;;;;
zerowing;zerowing;Arcade;;;;;;;;;;;;;;
zingzip;zingzip;Arcade;;;;;;;;;;;;;;
zunkyou;zunkyou;Arcade;;;;;;;;;;;;;;
zwackery;zwackery;Arcade;;;;;;;;;;;;;;
zzyzzyxx;zzyzzyxx;Arcade;;;;;;;;;;;;;;
